player1,player2,odds_player1,odds_player2,tournament,round,target,tournament_enc,round_enc,model_prob,book_prob,value
Siniakova K.,Sconfitto,1.44,2.75,BNP Paribas Open,1st Round,1,5,0,0.9868333333333332,0.6944444444444444,0.42103999999999986
Sconfitto,Siniakova K.,2.75,1.44,BNP Paribas Open,1st Round,0,5,0,0.14301190476190476,0.36363636363636365,-0.6067172619047619
Azarenka V.,Sconfitto,1.44,2.75,BNP Paribas Open,1st Round,1,5,0,0.9868333333333332,0.6944444444444444,0.42103999999999986
Sconfitto,Azarenka V.,2.75,1.44,BNP Paribas Open,1st Round,0,5,0,0.14301190476190476,0.36363636363636365,-0.6067172619047619
Osorio M.,Sconfitto,4.33,1.22,BNP Paribas Open,1st Round,1,5,0,0.6466666666666666,0.23094688221709006,1.8000666666666665
Sconfitto,Osorio M.,1.22,4.33,BNP Paribas Open,1st Round,0,5,0,0.38,0.819672131147541,-0.5364
Montgomery R.,Sconfitto,2.1,1.73,BNP Paribas Open,1st Round,1,5,0,0.4613571428571429,0.47619047619047616,-0.0311499999999999
Sconfitto,Montgomery R.,1.73,2.1,BNP Paribas Open,1st Round,0,5,0,0.4495238095238095,0.5780346820809249,-0.2223238095238096
Krueger A.,Sconfitto,1.67,2.2,BNP Paribas Open,1st Round,1,5,0,0.37510714285714286,0.5988023952095809,-0.3735710714285715
Sconfitto,Krueger A.,2.2,1.67,BNP Paribas Open,1st Round,0,5,0,0.3056825396825397,0.45454545454545453,-0.3274984126984125
Yastremska D.,Sconfitto,1.5,2.63,BNP Paribas Open,1st Round,1,5,0,0.843579365079365,0.6666666666666666,0.26536904761904756
Sconfitto,Yastremska D.,2.63,1.5,BNP Paribas Open,1st Round,0,5,0,0.23614285714285718,0.3802281368821293,-0.3789442857142856
Kenin S.,Sconfitto,1.2,4.5,BNP Paribas Open,1st Round,1,5,0,1.0,0.8333333333333334,0.19999999999999996
Sconfitto,Kenin S.,4.5,1.2,BNP Paribas Open,1st Round,0,5,0,0.0,0.2222222222222222,-1.0
Kudermetova P.,Sconfitto,1.91,1.91,BNP Paribas Open,1st Round,1,5,0,0.47766666666666674,0.5235602094240838,-0.0876566666666666
Sconfitto,Kudermetova P.,1.91,1.91,BNP Paribas Open,1st Round,0,5,0,0.47766666666666674,0.5235602094240838,-0.0876566666666666
Bronzetti L.,Sconfitto,1.8,2.0,BNP Paribas Open,1st Round,1,5,0,0.7050952380952379,0.5555555555555556,0.2691714285714282
Sconfitto,Bronzetti L.,2.0,1.8,BNP Paribas Open,1st Round,0,5,0,0.23083333333333333,0.5,-0.5383333333333333
Tomova V.,Sconfitto,3.0,1.4,BNP Paribas Open,1st Round,1,5,0,0.6583333333333333,0.3333333333333333,0.9750000000000001
Sconfitto,Tomova V.,1.4,3.0,BNP Paribas Open,1st Round,0,5,0,0.5983333333333333,0.7142857142857143,-0.16233333333333344
Uchijima M.,Sconfitto,3.2,1.36,BNP Paribas Open,1st Round,1,5,0,0.5541666666666665,0.3125,0.7733333333333328
Sconfitto,Uchijima M.,1.36,3.2,BNP Paribas Open,1st Round,0,5,0,0.48633333333333334,0.7352941176470588,-0.3385866666666666
Cirstea S.,Sconfitto,1.73,2.1,BNP Paribas Open,1st Round,1,5,0,0.4495238095238095,0.5780346820809249,-0.2223238095238096
Sconfitto,Cirstea S.,2.1,1.73,BNP Paribas Open,1st Round,0,5,0,0.4613571428571429,0.47619047619047616,-0.0311499999999999
Kartal S.,Sconfitto,1.36,3.2,BNP Paribas Open,1st Round,1,5,0,0.48633333333333334,0.7352941176470588,-0.3385866666666666
Sconfitto,Kartal S.,3.2,1.36,BNP Paribas Open,1st Round,0,5,0,0.5541666666666665,0.3125,0.7733333333333328
Bencic B.,Sconfitto,1.06,10.0,BNP Paribas Open,1st Round,1,5,0,1.0,0.9433962264150942,0.06000000000000005
Sconfitto,Bencic B.,10.0,1.06,BNP Paribas Open,1st Round,0,5,0,0.03833333333333334,0.1,-0.6166666666666667
Cristian J.,Sconfitto,3.5,1.3,BNP Paribas Open,1st Round,1,5,0,0.4594999999999999,0.2857142857142857,0.6082499999999997
Sconfitto,Cristian J.,1.3,3.5,BNP Paribas Open,1st Round,0,5,0,0.374,0.7692307692307692,-0.5138
Birrell K.,Sconfitto,2.0,1.8,BNP Paribas Open,1st Round,1,5,0,0.23083333333333333,0.5,-0.5383333333333333
Sconfitto,Birrell K.,1.8,2.0,BNP Paribas Open,1st Round,0,5,0,0.7050952380952379,0.5555555555555556,0.2691714285714282
Potapova A.,Sconfitto,1.3,3.5,BNP Paribas Open,1st Round,1,5,0,0.374,0.7692307692307692,-0.5138
Sconfitto,Potapova A.,3.5,1.3,BNP Paribas Open,1st Round,0,5,0,0.4594999999999999,0.2857142857142857,0.6082499999999997
Kessler M.,Sconfitto,1.44,2.75,BNP Paribas Open,1st Round,1,5,0,0.9868333333333332,0.6944444444444444,0.42103999999999986
Sconfitto,Kessler M.,2.75,1.44,BNP Paribas Open,1st Round,0,5,0,0.14301190476190476,0.36363636363636365,-0.6067172619047619
Jovic I.,Sconfitto,1.14,5.5,BNP Paribas Open,1st Round,1,5,0,0.9566666666666667,0.8771929824561404,0.09060000000000001
Sconfitto,Jovic I.,5.5,1.14,BNP Paribas Open,1st Round,0,5,0,0.0,0.18181818181818182,-1.0
Avanesyan E.,Sconfitto,1.2,4.5,BNP Paribas Open,1st Round,1,5,0,1.0,0.8333333333333334,0.19999999999999996
Sconfitto,Avanesyan E.,4.5,1.2,BNP Paribas Open,1st Round,0,5,0,0.0,0.2222222222222222,-1.0
Parks A.,Sconfitto,2.3,1.62,BNP Paribas Open,1st Round,1,5,0,0.9115476190476192,0.4347826086956522,1.0965595238095238
Sconfitto,Parks A.,1.62,2.3,BNP Paribas Open,1st Round,0,5,0,0.086,0.6172839506172839,-0.86068
Boulter K.,Sconfitto,1.57,2.38,BNP Paribas Open,2nd Round,1,5,1,0.7560984848484847,0.6369426751592356,0.18707462121212104
Sconfitto,Boulter K.,2.38,1.57,BNP Paribas Open,2nd Round,0,5,1,0.30465476190476193,0.42016806722689076,-0.2749216666666666
Kostyuk M.,Sconfitto,1.29,3.75,BNP Paribas Open,2nd Round,1,5,1,0.9,0.7751937984496123,0.16100000000000003
Sconfitto,Kostyuk M.,3.75,1.29,BNP Paribas Open,2nd Round,0,5,1,0.11,0.26666666666666666,-0.5875
Muchova K.,Sconfitto,1.11,6.5,BNP Paribas Open,2nd Round,1,5,1,0.95,0.9009009009009008,0.05449999999999999
Sconfitto,Muchova K.,6.5,1.11,BNP Paribas Open,2nd Round,0,5,1,0.03166666666666666,0.15384615384615385,-0.7941666666666667
Rybakina E.,Sconfitto,1.07,9.0,BNP Paribas Open,2nd Round,1,5,1,0.9791666666666667,0.9345794392523364,0.047708333333333464
Sconfitto,Rybakina E.,9.0,1.07,BNP Paribas Open,2nd Round,0,5,1,0.026666666666666665,0.1111111111111111,-0.76
Siniakova K.,Sconfitto,2.2,1.67,BNP Paribas Open,2nd Round,1,5,1,0.8266666666666667,0.45454545454545453,0.8186666666666669
Sconfitto,Siniakova K.,1.67,2.2,BNP Paribas Open,2nd Round,0,5,1,0.07361904761904763,0.5988023952095809,-0.8770561904761904
Yastremska D.,Sconfitto,2.38,1.57,BNP Paribas Open,2nd Round,1,5,1,0.30465476190476193,0.42016806722689076,-0.2749216666666666
Sconfitto,Yastremska D.,1.57,2.38,BNP Paribas Open,2nd Round,0,5,1,0.7560984848484847,0.6369426751592356,0.18707462121212104
Tauson C.,Sconfitto,1.44,2.75,BNP Paribas Open,2nd Round,1,5,1,0.9833333333333333,0.6944444444444444,0.4159999999999999
Sconfitto,Tauson C.,2.75,1.44,BNP Paribas Open,2nd Round,0,5,1,0.00525,0.36363636363636365,-0.9855625
Sun L.,Sconfitto,7.0,1.1,BNP Paribas Open,2nd Round,1,5,1,0.47066666666666657,0.14285714285714285,2.294666666666666
Sconfitto,Sun L.,1.1,7.0,BNP Paribas Open,2nd Round,0,5,1,0.5905952380952381,0.9090909090909091,-0.3503452380952381
Dolehide C.,Sconfitto,1.91,1.91,BNP Paribas Open,2nd Round,1,5,1,0.5247380952380952,0.5235602094240838,0.0022497619047618933
Sconfitto,Dolehide C.,1.91,1.91,BNP Paribas Open,2nd Round,0,5,1,0.5247380952380952,0.5235602094240838,0.0022497619047618933
Swiatek I.,Sconfitto,1.05,11.0,BNP Paribas Open,2nd Round,1,5,1,1.0,0.9523809523809523,0.050000000000000044
Sconfitto,Swiatek I.,11.0,1.05,BNP Paribas Open,2nd Round,0,5,1,0.09458333333333332,0.09090909090909091,0.040416666666666545
Wang Xin.,Sconfitto,3.0,1.4,BNP Paribas Open,2nd Round,1,5,1,0.27696428571428566,0.3333333333333333,-0.169107142857143
Sconfitto,Wang Xin.,1.4,3.0,BNP Paribas Open,2nd Round,0,5,1,0.5572142857142857,0.7142857142857143,-0.2199000000000001
Pegula J.,Sconfitto,1.14,5.5,BNP Paribas Open,2nd Round,1,5,1,0.9566666666666667,0.8771929824561404,0.09060000000000001
Sconfitto,Pegula J.,5.5,1.14,BNP Paribas Open,2nd Round,0,5,1,0.0,0.18181818181818182,-1.0
Svitolina E.,Sconfitto,1.57,2.38,BNP Paribas Open,2nd Round,1,5,1,0.7560984848484847,0.6369426751592356,0.18707462121212104
Sconfitto,Svitolina E.,2.38,1.57,BNP Paribas Open,2nd Round,0,5,1,0.30465476190476193,0.42016806722689076,-0.2749216666666666
Andreeva M.,Sconfitto,1.13,6.0,BNP Paribas Open,2nd Round,1,5,1,0.9766666666666667,0.8849557522123894,0.10363333333333324
Sconfitto,Andreeva M.,6.0,1.13,BNP Paribas Open,2nd Round,0,5,1,0.0,0.16666666666666666,-1.0
Collins D.,Sconfitto,1.62,2.3,BNP Paribas Open,2nd Round,1,5,1,0.7081666666666667,0.6172839506172839,0.1472300000000002
Sconfitto,Collins D.,2.3,1.62,BNP Paribas Open,2nd Round,0,5,1,0.18403571428571433,0.4347826086956522,-0.5767178571428571
Zheng Q.,Sconfitto,1.44,2.75,BNP Paribas Open,2nd Round,1,5,1,0.9833333333333333,0.6944444444444444,0.4159999999999999
Sconfitto,Zheng Q.,2.75,1.44,BNP Paribas Open,2nd Round,0,5,1,0.00525,0.36363636363636365,-0.9855625
Sakkari M.,Sconfitto,1.44,2.75,BNP Paribas Open,2nd Round,1,5,1,0.9833333333333333,0.6944444444444444,0.4159999999999999
Sconfitto,Sakkari M.,2.75,1.44,BNP Paribas Open,2nd Round,0,5,1,0.00525,0.36363636363636365,-0.9855625
Keys M.,Sconfitto,1.4,3.0,BNP Paribas Open,2nd Round,1,5,1,0.5572142857142857,0.7142857142857143,-0.2199000000000001
Sconfitto,Keys M.,3.0,1.4,BNP Paribas Open,2nd Round,0,5,1,0.27696428571428566,0.3333333333333333,-0.169107142857143
Kudermetova P.,Sconfitto,3.2,1.36,BNP Paribas Open,2nd Round,1,5,1,0.7430238095238095,0.3125,1.3776761904761905
Sconfitto,Kudermetova P.,1.36,3.2,BNP Paribas Open,2nd Round,0,5,1,0.19649999999999998,0.7352941176470588,-0.7327600000000001
Bronzetti L.,Sconfitto,1.91,1.91,BNP Paribas Open,2nd Round,1,5,1,0.5247380952380952,0.5235602094240838,0.0022497619047618933
Sconfitto,Bronzetti L.,1.91,1.91,BNP Paribas Open,2nd Round,0,5,1,0.5247380952380952,0.5235602094240838,0.0022497619047618933
Paolini J.,Sconfitto,1.2,4.5,BNP Paribas Open,2nd Round,1,5,1,0.99,0.8333333333333334,0.18799999999999994
Sconfitto,Paolini J.,4.5,1.2,BNP Paribas Open,2nd Round,0,5,1,0.02,0.2222222222222222,-0.91
Vekic D.,Sconfitto,2.2,1.67,BNP Paribas Open,2nd Round,1,5,1,0.8266666666666667,0.45454545454545453,0.8186666666666669
Sconfitto,Vekic D.,1.67,2.2,BNP Paribas Open,2nd Round,0,5,1,0.07361904761904763,0.5988023952095809,-0.8770561904761904
Gauff C.,Sconfitto,1.1,7.0,BNP Paribas Open,2nd Round,1,5,1,0.5905952380952381,0.9090909090909091,-0.3503452380952381
Sconfitto,Gauff C.,7.0,1.1,BNP Paribas Open,2nd Round,0,5,1,0.47066666666666657,0.14285714285714285,2.294666666666666
Kartal S.,Sconfitto,2.1,1.73,BNP Paribas Open,2nd Round,1,5,1,0.7316666666666667,0.47619047619047616,0.5365000000000002
Sconfitto,Kartal S.,1.73,2.1,BNP Paribas Open,2nd Round,0,5,1,0.35600000000000004,0.5780346820809249,-0.3841199999999999
Mertens E.,Sconfitto,1.33,3.4,BNP Paribas Open,2nd Round,1,5,1,0.7175,0.7518796992481203,-0.045724999999999905
Sconfitto,Mertens E.,3.4,1.33,BNP Paribas Open,2nd Round,0,5,1,0.513,0.29411764705882354,0.7442
Kasatkina D.,Sconfitto,2.0,1.8,BNP Paribas Open,2nd Round,1,5,1,0.8054761904761905,0.5,0.6109523809523809
Sconfitto,Kasatkina D.,1.8,2.0,BNP Paribas Open,2nd Round,0,5,1,0.4921428571428571,0.5555555555555556,-0.11414285714285721
Bencic B.,Sconfitto,1.57,2.38,BNP Paribas Open,2nd Round,1,5,1,0.7560984848484847,0.6369426751592356,0.18707462121212104
Sconfitto,Bencic B.,2.38,1.57,BNP Paribas Open,2nd Round,0,5,1,0.30465476190476193,0.42016806722689076,-0.2749216666666666
Cristian J.,Sconfitto,3.5,1.3,BNP Paribas Open,2nd Round,1,5,1,0.6833333333333335,0.2857142857142857,1.391666666666667
Sconfitto,Cristian J.,1.3,3.5,BNP Paribas Open,2nd Round,0,5,1,0.26,0.7692307692307692,-0.6619999999999999
Samsonova L.,Sconfitto,1.3,3.4,BNP Paribas Open,2nd Round,1,5,1,0.8,0.7692307692307692,0.040000000000000036
Sconfitto,Samsonova L.,3.4,1.3,BNP Paribas Open,2nd Round,0,5,1,0.18,0.29411764705882354,-0.388
Sabalenka A.,Sconfitto,1.25,4.0,BNP Paribas Open,2nd Round,1,5,1,0.9,0.8,0.125
Sconfitto,Sabalenka A.,4.0,1.25,BNP Paribas Open,2nd Round,0,5,1,0.03,0.25,-0.88
Shnaider D.,Sconfitto,1.44,2.75,BNP Paribas Open,2nd Round,1,5,1,0.9833333333333333,0.6944444444444444,0.4159999999999999
Sconfitto,Shnaider D.,2.75,1.44,BNP Paribas Open,2nd Round,0,5,1,0.00525,0.36363636363636365,-0.9855625
Navarro E.,Sconfitto,1.4,3.0,BNP Paribas Open,2nd Round,1,5,1,0.5572142857142857,0.7142857142857143,-0.2199000000000001
Sconfitto,Navarro E.,3.0,1.4,BNP Paribas Open,2nd Round,0,5,1,0.27696428571428566,0.3333333333333333,-0.169107142857143
Swiatek I.,Sconfitto,1.08,8.0,BNP Paribas Open,3rd Round,1,5,2,0.8941666666666667,0.9259259259259258,-0.034299999999999886
Sconfitto,Swiatek I.,8.0,1.08,BNP Paribas Open,3rd Round,0,5,2,0.02,0.125,-0.84
Kostyuk M.,Sconfitto,1.33,3.4,BNP Paribas Open,3rd Round,1,5,2,0.97,0.7518796992481203,0.2901
Sconfitto,Kostyuk M.,3.4,1.33,BNP Paribas Open,3rd Round,0,5,2,0.08,0.29411764705882354,-0.728
Rybakina E.,Sconfitto,1.2,4.5,BNP Paribas Open,3rd Round,1,5,2,0.9916666666666666,0.8333333333333334,0.18999999999999995
Sconfitto,Rybakina E.,4.5,1.2,BNP Paribas Open,3rd Round,0,5,2,0.0016666666666666666,0.2222222222222222,-0.9925
Muchova K.,Sconfitto,1.36,3.2,BNP Paribas Open,3rd Round,1,5,2,0.9241666666666666,0.7352941176470588,0.2568666666666666
Sconfitto,Muchova K.,3.2,1.36,BNP Paribas Open,3rd Round,0,5,2,0.047,0.3125,-0.8496
Pegula J.,Sconfitto,1.2,4.5,BNP Paribas Open,3rd Round,1,5,2,0.9916666666666666,0.8333333333333334,0.18999999999999995
Sconfitto,Pegula J.,4.5,1.2,BNP Paribas Open,3rd Round,0,5,2,0.0016666666666666666,0.2222222222222222,-0.9925
Svitolina E.,Sconfitto,1.53,2.5,BNP Paribas Open,3rd Round,1,5,2,0.7766666666666667,0.6535947712418301,0.18830000000000013
Sconfitto,Svitolina E.,2.5,1.53,BNP Paribas Open,3rd Round,0,5,2,0.15566666666666668,0.4,-0.6108333333333333
Andreeva M.,Sconfitto,1.44,2.75,BNP Paribas Open,3rd Round,1,5,2,0.9741666666666667,0.6944444444444444,0.40280000000000005
Sconfitto,Andreeva M.,2.75,1.44,BNP Paribas Open,3rd Round,0,5,2,0.04,0.36363636363636365,-0.89
Zheng Q.,Sconfitto,1.17,5.0,BNP Paribas Open,3rd Round,1,5,2,0.7816666666666666,0.8547008547008548,-0.08545000000000014
Sconfitto,Zheng Q.,5.0,1.17,BNP Paribas Open,3rd Round,0,5,2,0.04095238095238095,0.2,-0.7952380952380953
Keys M.,Sconfitto,1.4,3.0,BNP Paribas Open,3rd Round,1,5,2,0.6368333333333333,0.7142857142857143,-0.10843333333333349
Sconfitto,Keys M.,3.0,1.4,BNP Paribas Open,3rd Round,0,5,2,0.05133333333333333,0.3333333333333333,-0.8460000000000001
Kartal S.,Sconfitto,1.8,2.0,BNP Paribas Open,3rd Round,1,5,2,0.7295,0.5555555555555556,0.31310000000000016
Sconfitto,Kartal S.,2.0,1.8,BNP Paribas Open,3rd Round,0,5,2,0.22047619047619046,0.5,-0.559047619047619
Gauff C.,Sconfitto,1.25,4.0,BNP Paribas Open,3rd Round,1,5,2,0.92,0.8,0.15000000000000013
Sconfitto,Gauff C.,4.0,1.25,BNP Paribas Open,3rd Round,0,5,2,0.06,0.25,-0.76
Bencic B.,Sconfitto,1.5,2.63,BNP Paribas Open,3rd Round,1,5,2,0.82,0.6666666666666666,0.22999999999999998
Sconfitto,Bencic B.,2.63,1.5,BNP Paribas Open,3rd Round,0,5,2,0.1,0.3802281368821293,-0.737
Sabalenka A.,Sconfitto,1.07,9.0,BNP Paribas Open,3rd Round,1,5,2,0.8491666666666667,0.9345794392523364,-0.09139166666666654
Sconfitto,Sabalenka A.,9.0,1.07,BNP Paribas Open,3rd Round,0,5,2,0.01,0.1111111111111111,-0.91
Samsonova L.,Sconfitto,2.2,1.67,BNP Paribas Open,3rd Round,1,5,2,0.865,0.45454545454545453,0.903
Sconfitto,Samsonova L.,1.67,2.2,BNP Paribas Open,3rd Round,0,5,2,0.03,0.5988023952095809,-0.9499
Vekic D.,Sconfitto,3.0,1.4,BNP Paribas Open,3rd Round,1,5,2,0.05133333333333333,0.3333333333333333,-0.8460000000000001
Sconfitto,Vekic D.,1.4,3.0,BNP Paribas Open,3rd Round,0,5,2,0.6368333333333333,0.7142857142857143,-0.10843333333333349
Paolini J.,Sconfitto,1.3,3.5,BNP Paribas Open,3rd Round,1,5,2,0.89,0.7692307692307692,0.15700000000000003
Sconfitto,Paolini J.,3.5,1.3,BNP Paribas Open,3rd Round,0,5,2,0.1383333333333333,0.2857142857142857,-0.5158333333333334
Swiatek I.,Sconfitto,1.29,3.75,BNP Paribas Open,4th Round,1,5,3,0.91,0.7751937984496123,0.17390000000000017
Sconfitto,Swiatek I.,3.75,1.29,BNP Paribas Open,4th Round,0,5,3,0.02,0.26666666666666666,-0.925
Svitolina E.,Sconfitto,2.75,1.44,BNP Paribas Open,4th Round,1,5,3,0.05,0.36363636363636365,-0.8625
Sconfitto,Svitolina E.,1.44,2.75,BNP Paribas Open,4th Round,0,5,3,0.9566666666666667,0.6944444444444444,0.37759999999999994
Andreeva M.,Sconfitto,1.91,1.91,BNP Paribas Open,4th Round,1,5,3,0.3491904761904761,0.5235602094240838,-0.33304619047619066
Sconfitto,Andreeva M.,1.91,1.91,BNP Paribas Open,4th Round,0,5,3,0.3491904761904761,0.5235602094240838,-0.33304619047619066
Zheng Q.,Sconfitto,1.62,2.3,BNP Paribas Open,4th Round,1,5,3,0.735,0.6172839506172839,0.1907000000000001
Sconfitto,Zheng Q.,2.3,1.62,BNP Paribas Open,4th Round,0,5,3,0.08791666666666666,0.4347826086956522,-0.7977916666666667
Bencic B.,Sconfitto,2.0,1.8,BNP Paribas Open,4th Round,1,5,3,0.18566666666666667,0.5,-0.6286666666666667
Sconfitto,Bencic B.,1.8,2.0,BNP Paribas Open,4th Round,0,5,3,0.23016666666666669,0.5555555555555556,-0.5856999999999999
Keys M.,Sconfitto,1.29,3.75,BNP Paribas Open,4th Round,1,5,3,0.91,0.7751937984496123,0.17390000000000017
Sconfitto,Keys M.,3.75,1.29,BNP Paribas Open,4th Round,0,5,3,0.02,0.26666666666666666,-0.925
Sabalenka A.,Sconfitto,1.06,10.0,BNP Paribas Open,4th Round,1,5,3,0.99,0.9433962264150942,0.04940000000000011
Sconfitto,Sabalenka A.,10.0,1.06,BNP Paribas Open,4th Round,0,5,3,0.05,0.1,-0.5
Samsonova L.,Sconfitto,1.91,1.91,BNP Paribas Open,4th Round,1,5,3,0.3491904761904761,0.5235602094240838,-0.33304619047619066
Sconfitto,Samsonova L.,1.91,1.91,BNP Paribas Open,4th Round,0,5,3,0.3491904761904761,0.5235602094240838,-0.33304619047619066
Swiatek I.,Sconfitto,1.17,5.0,BNP Paribas Open,Quarterfinals,1,5,4,0.955,0.8547008547008548,0.11734999999999984
Sconfitto,Swiatek I.,5.0,1.17,BNP Paribas Open,Quarterfinals,0,5,4,0.03,0.2,-0.85
Andreeva M.,Sconfitto,1.4,3.0,BNP Paribas Open,Quarterfinals,1,5,4,0.8891666666666665,0.7142857142857143,0.24483333333333301
Sconfitto,Andreeva M.,3.0,1.4,BNP Paribas Open,Quarterfinals,0,5,4,0.11133333333333333,0.3333333333333333,-0.666
Keys M.,Sconfitto,1.73,2.1,BNP Paribas Open,Quarterfinals,1,5,4,0.89,0.5780346820809249,0.5397000000000001
Sconfitto,Keys M.,2.1,1.73,BNP Paribas Open,Quarterfinals,0,5,4,0.3366666666666667,0.47619047619047616,-0.2929999999999998
Sabalenka A.,Sconfitto,1.17,5.0,BNP Paribas Open,Quarterfinals,1,5,4,0.955,0.8547008547008548,0.11734999999999984
Sconfitto,Sabalenka A.,5.0,1.17,BNP Paribas Open,Quarterfinals,0,5,4,0.03,0.2,-0.85
Andreeva M.,Sconfitto,2.63,1.5,BNP Paribas Open,Semifinals,1,5,5,0.75,0.3802281368821293,0.9724999999999999
Sconfitto,Andreeva M.,1.5,2.63,BNP Paribas Open,Semifinals,0,5,5,0.32,0.6666666666666666,-0.52
Sabalenka A.,Sconfitto,1.53,2.5,BNP Paribas Open,Semifinals,1,5,5,0.415,0.6535947712418301,-0.36505
Sconfitto,Sabalenka A.,2.5,1.53,BNP Paribas Open,Semifinals,0,5,5,0.27,0.4,-0.32499999999999996
Andreeva M.,Sconfitto,2.5,1.53,BNP Paribas Open,The Final,1,5,6,0.77,0.4,0.925
Sconfitto,Andreeva M.,1.53,2.5,BNP Paribas Open,The Final,0,5,6,0.165,0.6535947712418301,-0.7475499999999999
Siniakova K.,Sconfitto,1.3,3.5,Miami Open,1st Round,1,14,0,0.8313333333333334,0.7692307692307692,0.08073333333333332
Sconfitto,Siniakova K.,3.5,1.3,Miami Open,1st Round,0,14,0,0.21166666666666667,0.2857142857142857,-0.25916666666666666
Tomova V.,Sconfitto,2.3,1.62,Miami Open,1st Round,1,14,0,0.4774047619047619,0.4347826086956522,0.09803095238095216
Sconfitto,Tomova V.,1.62,2.3,Miami Open,1st Round,0,14,0,0.4829920634920634,0.6172839506172839,-0.21755285714285721
Linette M.,Sconfitto,2.38,1.57,Miami Open,1st Round,1,14,0,0.777952380952381,0.42016806722689076,0.8515266666666665
Sconfitto,Linette M.,1.57,2.38,Miami Open,1st Round,0,14,0,0.20666666666666664,0.6369426751592356,-0.6755333333333333
Parks A.,Sconfitto,1.8,2.0,Miami Open,1st Round,1,14,0,0.48715873015873007,0.5555555555555556,-0.12311428571428584
Sconfitto,Parks A.,2.0,1.8,Miami Open,1st Round,0,14,0,0.7285515873015871,0.5,0.4571031746031742
Bronzetti L.,Sconfitto,1.62,2.3,Miami Open,1st Round,1,14,0,0.4829920634920634,0.6172839506172839,-0.21755285714285721
Sconfitto,Bronzetti L.,2.3,1.62,Miami Open,1st Round,0,14,0,0.4774047619047619,0.4347826086956522,0.09803095238095216
Cirstea S.,Sconfitto,1.44,2.75,Miami Open,1st Round,1,14,0,0.5910714285714285,0.6944444444444444,-0.14885714285714302
Sconfitto,Cirstea S.,2.75,1.44,Miami Open,1st Round,0,14,0,0.6592857142857141,0.36363636363636365,0.8130357142857139
Osaka N.,Sconfitto,1.17,5.0,Miami Open,1st Round,1,14,0,1.0,0.8547008547008548,0.16999999999999993
Sconfitto,Osaka N.,5.0,1.17,Miami Open,1st Round,0,14,0,0.03666666666666667,0.2,-0.8166666666666667
Sramkova R.,Sconfitto,1.4,3.0,Miami Open,1st Round,1,14,0,0.5769999999999998,0.7142857142857143,-0.19220000000000026
Sconfitto,Sramkova R.,3.0,1.4,Miami Open,1st Round,0,14,0,0.3419880952380952,0.3333333333333333,0.025964285714285662
Fruhvirtova L.,Sconfitto,2.1,1.73,Miami Open,1st Round,1,14,0,0.48723809523809536,0.47619047619047616,0.02320000000000033
Sconfitto,Fruhvirtova L.,1.73,2.1,Miami Open,1st Round,0,14,0,0.5651190476190476,0.5780346820809249,-0.022344047619047624
Davis L.,Sconfitto,2.75,1.44,Miami Open,1st Round,1,14,0,0.6592857142857141,0.36363636363636365,0.8130357142857139
Sconfitto,Davis L.,1.44,2.75,Miami Open,1st Round,0,14,0,0.5910714285714285,0.6944444444444444,-0.14885714285714302
Ruse E.G.,Sconfitto,1.8,2.0,Miami Open,1st Round,1,14,0,0.48715873015873007,0.5555555555555556,-0.12311428571428584
Sconfitto,Ruse E.G.,2.0,1.8,Miami Open,1st Round,0,14,0,0.7285515873015871,0.5,0.4571031746031742
Kenin S.,Sconfitto,1.36,3.2,Miami Open,1st Round,1,14,0,0.9360833333333334,0.7352941176470588,0.2730733333333335
Sconfitto,Kenin S.,3.2,1.36,Miami Open,1st Round,0,14,0,0.8576666666666667,0.3125,1.7445333333333335
Masarova R.,Sconfitto,3.0,1.4,Miami Open,1st Round,1,14,0,0.3419880952380952,0.3333333333333333,0.025964285714285662
Sconfitto,Masarova R.,1.4,3.0,Miami Open,1st Round,0,14,0,0.5769999999999998,0.7142857142857143,-0.19220000000000026
Baptiste H.,Sconfitto,2.0,1.8,Miami Open,1st Round,1,14,0,0.7285515873015871,0.5,0.4571031746031742
Sconfitto,Baptiste H.,1.8,2.0,Miami Open,1st Round,0,14,0,0.48715873015873007,0.5555555555555556,-0.12311428571428584
Krueger A.,Sconfitto,1.2,4.5,Miami Open,1st Round,1,14,0,0.9866666666666667,0.8333333333333334,0.18399999999999994
Sconfitto,Krueger A.,4.5,1.2,Miami Open,1st Round,0,14,0,0.016666666666666666,0.2222222222222222,-0.925
Townsend T.,Sconfitto,1.8,2.0,Miami Open,1st Round,1,14,0,0.48715873015873007,0.5555555555555556,-0.12311428571428584
Sconfitto,Townsend T.,2.0,1.8,Miami Open,1st Round,0,14,0,0.7285515873015871,0.5,0.4571031746031742
Mboko V.,Sconfitto,2.0,1.8,Miami Open,1st Round,1,14,0,0.7285515873015871,0.5,0.4571031746031742
Sconfitto,Mboko V.,1.8,2.0,Miami Open,1st Round,0,14,0,0.48715873015873007,0.5555555555555556,-0.12311428571428584
Blinkova A.,Sconfitto,1.53,2.5,Miami Open,1st Round,1,14,0,0.5298809523809526,0.6535947712418301,-0.1892821428571425
Sconfitto,Blinkova A.,2.5,1.53,Miami Open,1st Round,0,14,0,0.5138809523809524,0.4,0.284702380952381
Birrell K.,Sconfitto,2.5,1.53,Miami Open,1st Round,1,14,0,0.5138809523809524,0.4,0.284702380952381
